itype,inclination_degrees,eccentricity_std,period_minutes_std,name_of_satellite_alternate_names,country_org_of_un_registry,country_of_operator_owner,operator_owner,users,purpose,detailed_purpose,class_of_orbit,type_of_orbit,longitude_of_geo_degrees,perigee_km,apogee_km,eccentricity,period_minutes,launch_mass_kg,dry_mass_kg,power_watts,date_of_launch,expected_lifetime_yrs,contractor,country_of_contractor,launch_site,launch_vehicle,cospar_number,norad_number,comments
Low,0,-0.16270458234040056,1.2394690535689465,Hispasat 36W-1 (Hispasat AG1),Spain,Spain,Hispasat,Commercial,Communications,NA,GEO,NA,-36.9,35783,35791,9.48834120074958e-5,1436.1,3220,1700,6000,2017-01-28T00:00:00Z,15,OHB System-AG,Germany,Guiana Space Center,Soyuz,2017-006A,41942,First GEO satellite built in Germany in 20 years.
High,97.8,-0.13721555017331363,-0.5951646569541131,HJ-1A (Huan Jing 1A),China,China,National Remote Sensing Center (NRSCC),Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,628,665,0.0026366422005273285,97.7,470,NA,NA,2008-09-05T00:00:00Z,3,China Academy of Space Technology (CAST)/DFH Satellite Co. Ltd.,China,Taiyuan Launch Center,Long March 2C,2008-041A,33320,Monitors environment and natural disasters.
High,97.8,-0.1264990628874337,-0.5951646569541131,HJ-1B (Huan Jing 1B),China,China,National Remote Sensing Center (NRSCC),Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,621,673,0.003705287159754881,97.7,470,NA,NA,2008-09-05T00:00:00Z,3,China Academy of Space Technology (CAST)/DFH Satellite Co. Ltd.,China,Taiyuan Launch Center,Long March 2C,2008-041B,33321,Monitors environment and natural disasters.
High,97.33,-0.15038163518212724,-0.5995099863491804,HJ-1C (Huan Jing 1C),China,China,National Committee for Disaster Reduction and State Environmental Protection,Government,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,0,420,438,0.0013237240770701574,94.53,890,NA,NA,2012-11-18T00:00:00Z,3,China Academy of Space Technology (CAST)/DFH Satellite Co. Ltd.,China,Taiyuan Launch Center,Long March 2C,2012-064A,38997,Monitors environment and natural disasters.
High,97.48,-0.14982019239262112,-0.5989616798009069,Hodoyoshi-1,Japan,Japan,University of Tokyo and NESTRA,Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,506,525,0.0013797109868564374,94.93,65,NA,50,2014-11-06T00:00:00Z,NA,University of Tokyo,Japan,Dombarovsky Air Base,Dnepr,2014-070B,40299,Produce medium-high resolution Earth images.
High,97.98,-0.1257439831017484,-0.595425102564543,Hodoyoshi-3,Japan,Japan,University of Tokyo and NESTRA,Government,Technology Development,NA,LEO,Sun-Synchronous,0,613,666,0.0037805834938298023,97.51,60,NA,50,2014-06-19T00:00:00Z,NA,University of Tokyo,Japan,Dombarovsky Air Base,Dnepr,2014-033F,40015,Accelerate the technology development and practical utilization of micro/nano-satellites.
High,97.99,-0.13715890402615288,-0.5956444251838523,Hodoyoshi-4,Japan,Japan,University of Tokyo and NESTRA,Government,Technology Development,NA,LEO,Sun-Synchronous,0,613,650,0.0026422909376562164,97.35,60,NA,50,2014-06-19T00:00:00Z,NA,University of Tokyo,Japan,Dombarovsky Air Base,Dnepr,2014-033B,40011,NA
High,50,-0.15828196330930527,-0.5822794530696863,Hongyan-1 (Chongqing),NR (3/19),China,China Aerospace Science and Technology Corporation (CASC),Government,Communications,NA,LEO,Non-Polar Inclined,0,1090,1098,5.359056806002144e-4,107.1,NA,NA,NA,2018-12-29T00:00:00Z,NA,China Aerospace Science and Technology Corp. (CASC),China,Jiuquan Satellite Launch Center,Long March 2D,2018-112F,43914,Planned LEO communications constellation. Will test L-band and Ka-band communications technologies in orbit.
High,99.92,-0.15287172190167014,-0.5829785439187349,Hongyun-1 (Hongyun Gongcheng JYW),NR (3/19),China,China Aerospace Science and Industry Corporation (CASIC),Commercial,Technology Development,NA,LEO,Sun-Synchronous,0,1061,1077,0.001075413362011023,106.59,NA,NA,NA,2018-12-21T00:00:00Z,NA,China Aerospace Science and Industry Corporation (CASIC),China,Jiuquan Satellite Launch Center,Long March 11,2018-108A,43871,First of a planned broadband constellation of 156 satellites. This satellite will verify technologies.
High,51.6,-0.1614346905205218,-0.6021555654445999,"Hoopoe (Duchifat-2, QB50 - IL01)",Belgium,Israel,Herzliya Science Center (HSC),Civil,Earth Science,NA,LEO,Non-Polar Inclined,0,400,403,2.2151665066824189e-4,92.6,4,NA,NA,2017-05-18T00:00:00Z,NA,Herzliya Science Center (HSC),Israel,International Space Station,Nanorack Deployer,1998-067LZ,42718,Measure the plasma density in the lower layer of the atmosphere.
Low,0,-0.16139624149406728,1.2394690535689465,Horizons 2,USA,USA/Japan,"Horizons 2 Satellite, LLC (Intelsat, Sky Perfect JSAT Corporation)",Commercial,Communications,NA,GEO,NA,85,35777,35796,2.2535077627412143e-4,1436.1,2300,NA,4700,2007-12-21T00:00:00Z,15,Orbital Sciences Corp.,USA,Guiana Space Center,Ariane 5,2007-063B,32388,"Joint venture between Intelsat and JSAT; 20 Ku-band transponders, services to the US, Canada and Japan."
Low,0,-0.16258580972080902,1.2394690535689465,Horizons 3e,NR (11/18),USA/Japan,"Horizons 2 Satellite, LLC (Intelsat, Sky Perfect JSAT Corporation)",Commercial,Communications,NA,GEO,NA,169,35789,35798,1.0672738268881852e-4,1436.1,6500,NA,NA,2018-09-25T00:00:00Z,15,Boeing,USA,Guiana Space Center,Ariane 5 ECA,2018-074B,43633,Aeronautical and maritime mobility services in Pacific Northwest and North America.
High,98.2,-0.15010362198421964,-0.5948905036799764,Horyu-2 (High Voltage Technology Demonstration Satellite-2),Japan,Japan,Kyushu Institute of Technology (KIT),Civil,Technology Development,NA,LEO,Sun-Synchronous,0,650,669,0.0013514474713706523,97.9,7.1,NA,NA,2012-05-17T00:00:00Z,1,Kyushu Institute of Technology (KIT),Japan,Tanegashima Space Center,H2A,2012-025D,38340,To test an experimental high-voltage solar array system and observe spacecraft charging effects caused by it; also provide ground communication for junior/senor high school students as amateur radio.
High,97.4,-0.14610908747549395,-0.598865726154959,HSAT-1,NR (11/18),USA,Harris Corporation,Commercial,Communications,NA,LEO,Sun-Synchronous,0,476,500,0.0017497812773403325,95,4,NA,NA,2018-11-29T00:00:00Z,NA,Harris Corporation,USA,Satish Dhawan Space Centre,PSLV,2018-096B,43720,Test deployable antenna design for potential use on future smallsats.
Low,28.5,-0.16076071513422457,-0.5977691130584121,"Hubble Space Telescope (HST, Space Telescope)",USA,ESA/USA,European Space Agency (ESA)/NASA,Government,Space Science,NA,LEO,Non-Polar Inclined,0,555,559,2.8872527789807997e-4,95.8,11110,NA,2400,1990-04-25T00:00:00Z,10,European Space Agency/NASA,International,Cape Canaveral,Space Shuttle (STS 31),1990-037B,20580,Exploration of space.
High,97.5,-0.15059109014197392,-0.5983174196066856,Huia'an (Zhou Enlai),NR (3/19),China,Huaian Youth Comprehensive Development Base,Civil,Technology Development,NA,LEO,Sun-Synchronous,0,529,547,0.0013028372900984366,95.4,2.5,NA,NA,2018-01-18T00:00:00Z,NA,Huaian Youth Comprehensive Development Base,China,Jiuquan Satellite Launch Center,Long March 11,2018-008B,43156,Student education.
Low,43.02,-0.15712595005287777,-0.5983174196066856,"HXMT (Hard X-ray Modulation Telescope, Insight)",China,China,National Space Science Center (NSSC),Government,Space Science,NA,LEO,NA,0,536,545,6.511829824180595e-4,95.4,2500,NA,NA,2017-06-15T00:00:00Z,4,National Space Science Center (NSSC),China,Jiuquan Satellite Launch Center,Long March 4B,2017-034A,42758,Carries three x-ray telescopes observing at energies ranging from 20 to 200 kilo-electron volts as well as an instrument to monitor the space environment.
Low,0,-0.16163411959606552,1.2394690535689465,HYLAS  4 (Highly Adaptable Satellite),United Kingdom,United Kingdom,"Avanti Communications, PLC",Commercial,Communications,NA,GEO,NA,21.27,35778,35795,2.0162964192947707e-4,1436.1,4050,NA,NA,2018-04-05T00:00:00Z,15,Orbital Sciences Corp.,USA,Guiana Space Center,Ariane 5,2018-033B,43272,High speed broadcast service.
Low,0.01,-0.15973109478007963,1.239427930577826,HYLAS 1 (Highly Adaptable Satellite),United Kingdom,United Kingdom,"Avanti Communications, PLC",Commercial,Communications,NA,GEO,NA,-33.5,35770,35803,3.9139871668663197e-4,1436.07,2242,NA,NA,2010-11-26T00:00:00Z,15,EADS Astrium,France,Guiana Space Center,Ariane 5,2010-065A,37237,Stated goal of providing broadband internet access to people in the areas hardest to reach by terrestrial connectivity means
Low,0.06,-0.16080158009510062,1.2395238842237741,HYLAS 2 (Highly Adaptable Satellite),United Kingdom,United Kingdom,"Avanti Communications, PLC",Commercial,Communications,NA,GEO,NA,33.5,35775,35799,2.8465023602248737e-4,1436.14,3311,1532,NA,2012-08-02T00:00:00Z,15,Orbital Sciences Corp.,USA,Guiana Space Center,Ariane 5 ECA,2012-043B,38741,"24 fixed beams and one steerable beam, pioneering Ka-band technology. High speed data capacity across southern and Eastern Africa, the Middle East and the Caucasus."
High,98,-0.16294157628763983,-0.598865726154959,HySIS (Hyperspectral Imaging Satellite),NR (11/18),India,Indian Space Research Organization (ISRO),Government,Earth Observation,Hyperspectral Imaging,LEO,Sun-Synchronous,0,647,648,7.125044531528322e-5,95,380,NA,NA,2018-11-29T00:00:00Z,5,Indian Space Research Organization (ISRO),India,Satish Dhawan Space Centre,PSLV,2018-096A,43719,"Earth-facing imager capable of collecting data at 316 bands across the visible, near-infrared and shortwave infrared spectra."
High,93.02,-0.15411459135373692,-0.6005106457997795,Icesat-2,USA,USA,National Aeronautics and Space Administration (NASA),Government,Earth Science,Laser Imaging,LEO,Polar,0,455,468,9.514747859181732e-4,93.8,1515,NA,NA,2018-09-15T00:00:00Z,3,Northrup Grumman Information Systems,USA,Vandenberg AFB,Delta 2,2018-070A,43613,Will measure depth of ice with lasers from space.
High,97.5,-0.1548979103565976,-0.5994140327032325,ICEYE-X1 (ICEYE POC 1),Finland,Finland,ICEYE Ltd.,Commercial,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,0,494,506,8.733624454148472e-4,94.6,70,NA,NA,2018-01-11T00:00:00Z,NA,ICEYE Ltd.,Finland,Satish Dhawan Space Centre,PSLV,2018-004D,43114,First constellation of Synthetic Aperture Radar (SAR)-equipped microsatellites for the collection of near-real-time radar imagery offered on the commercial market
High,97.7,-0.15138884308619896,-0.5970837298730702,ICEYE-X2 (ICEYE POC 2),NR (3/19),Finland,ICEYE Ltd.,Commercial,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,0,570,587,0.001223285601208894,96.3,80,NA,NA,2018-12-03T00:00:00Z,NA,ICEYE Ltd.,Finland,Vandenberg AFB,Falcon 9,2018-099AU,43800,X-band synthetic radar aperture microsatellite.
High,97.5,-0.16074220631445582,-0.5985915728808223,"IGS Optical 5 (IGS-9B, Information Gathering Satellite 9B)",NR,Japan,Cabinet Satellite Intelligence Center (CSIC),Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,511,515,2.905709719599012e-4,95.2,1600,NA,NA,2015-03-26T00:00:00Z,5,Mitsubishi Electric,Japan,Tanegashima Space Center,H2A,2015-015A,40538,Optical reconnaissance.
High,97.2,-0.15342630243008343,-0.5995511093403009,"IGS Optical 6 (IGS-10B, Information Gathering Satellite 10B)",Japan,Japan,Cabinet Satellite Intelligence Center (CSIC),Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,485,499,0.0010201107548819587,94.5,1600,NA,NA,2018-02-26T00:00:00Z,5,Mitsubishi Electric,Japan,Tanegashima Space Center,H2A,2018-021A,43223,Optical reconnaissance.
High,97.2,-0.15342630243008343,-0.5995511093403009,IGS Radar 5 (Information Gathering Satellite 10A),Japan,Japan,Cabinet Satellite Intelligence Center (CSIC),Government,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,0,485,499,0.0010201107548819587,94.5,1600,NA,NA,2017-03-16T00:00:00Z,5,Mitsubishi Electric,Japan,Tanegashima Space Center,H2A,2017-015A,42078,Radar reconnaissance.
High,97.3,-0.1636560834630505,-0.5994140327032325,"IGS Radar 6 (Information Gathering Satellite 6, IGS Radar 6)",Japan,Japan,Cabinet Satellite Intelligence Center (CSIC),Government,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,0,500,500,0,94.6,1600,NA,NA,2018-06-12T00:00:00Z,5,Mitsubishi Electric,Japan,Tanegashima Space Center,H2A,2018-052A,43495,Radar reconnaissance.
High,97.31,-0.15780708480053166,-0.5997293089684897,"IGS-5A (Information Gathering Satellite 5A, IGS Optical 3)",Japan,Japan,Cabinet Satellite Intelligence Center (CSIC),Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,484,492,5.832604257801109e-4,94.37,1600,NA,NA,2009-11-28T00:00:00Z,5,Mitsubishi/Toshiba,Japan,Tanegashima Space Center,H2A,2009-066A,36104,Optical reconnaissance.
High,97.69,-0.1614946979741026,-0.596850699590054,"IGS-6A (Information Gathering Satellite 6A, IGS Optical 4)",Japan,Japan,Cabinet Satellite Intelligence Center (CSIC),Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,588,591,2.1553272505208708e-4,96.47,1600,NA,NA,2011-09-23T00:00:00Z,5,Mitsubishi/Toshiba,Japan,Tanegashima Space Center,H2A,2011-050A,37813,Radar reconnaissance.
High,97.46,-0.16219914488875317,-0.5990165104557342,"IGS-7A (Information Gathering Satellite 7A, IGS Radar 3)",Japan,Japan,Cabinet Satellite Intelligence Center (CSIC),Government,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,0,512,514,1.452854859799506e-4,94.89,1600,NA,NA,2011-12-12T00:00:00Z,5,Mitsubishi/Toshiba,Japan,Tanegashima Space Center,H2A,2011-075A,37954,Radar reconnaissance.
High,97.5,-0.1600129430841765,-0.5990713411105616,"IGS-8A (Information Gathering Satellite 8A, IGS Radar 4)",Japan,Japan,Cabinet Satellite Intelligence Center (CSIC),Government,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,0,509,514,3.632928867252779e-4,94.85,1600,NA,NA,2013-01-27T00:00:00Z,5,Mitsubishi Electric,Japan,Tanegashima Space Center,H2A,2013-002A,39061,Radar reconnaissance.
High,97.5,-0.15564815676426472,-0.5990713411105616,"IGS-8B (Information Gathering Satellite 8B, IGS Optical 5 Demonstrator)",Japan,Japan,Cabinet Satellite Intelligence Center (CSIC),Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,512,523,7.985480943738657e-4,94.85,1600,NA,NA,2013-01-27T00:00:00Z,5,Mitsubishi Electric,Japan,Tanegashima Space Center,H2A,2013-002B,39062,Optical demonstration satellite.
High,97.5,-0.1636560834630505,-0.5990713411105616,"IGS-9A (Information Gathering Satellite 9A, IGS Radar Spare)",Japan,Japan,Cabinet Satellite Intelligence Center (CSIC),Government,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,0,510,510,0,94.85,1600,NA,NA,2015-01-31T00:00:00Z,5,Mitsubishi Electric,Japan,Tanegashima Space Center,H2A,2015-004A,40381,Radar reconnaissance.
High,63,6.946226800242274,0.2085156661777383,"Improved Trumpet 4 (NROL-22, National Reconnaissance Office Launch-22, SBIRS HEO-1, Twins 1, USA 184)",USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,Electronic Intelligence,Elliptical,Molniya,0,1111,37564,0.7089954293494116,684,4000,NA,NA,2006-06-28T00:00:00Z,NA,National Reconnaissance Laboratory,USA,Vandenberg AFB,Delta 4,2006-027A,29249,Speculation on purpose - HEO indicates possible SBIRS-HEO test payload; may also carry NASA's TWINS-A science payload to map the Earth's magnetosphere.
High,63.56,6.946801415541706,0.2085156661777383,"Improved Trumpet 5 (NROL-28, National Reconnaissance Office Launch-28, SBIRS HEO-2, Twins 2, USA 200)",USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,Electronic Intelligence,Elliptical,Molniya,0,1112,37580,0.7090527298180122,684,4200,NA,NA,2008-03-13T00:00:00Z,NA,National Reconnaissance Laboratory,USA,Vandenberg AFB,Atlas 5,2008-010A,32706,Reported to be carrying signals intelligence and early warning payloads.
High,62.85,6.633047805527603,0.2407972142073393,"Improved Trumpet 6 (NROL-35, National Reconnaissance Office Launch-35, SBIRS HEO-3, USA 259)",USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,Electronic Intelligence,Elliptical,Molniya,0,2103,37746,0.6777653121375192,707.55,4200,NA,NA,2014-12-13T00:00:00Z,NA,National Reconnaissance Laboratory,USA,Vandenberg AFB,Atlas 5,2014-081A,40344,"NROL-35 will not carry a TWINS payload, it is likely that it will play host to the third SBIRS-HEO instrument."
High,63.8,6.772250281159935,0.24100282916294197,"Improved Trumpet 7 (NROL-42, National Reconnaissance Office Launch-42, SBIRS HEO-4, USA 278)",USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,Electronic Intelligence,Elliptical,Molniya,0,1738,38111,0.6916465420525205,707.7,8000,NA,NA,2017-09-24T00:00:00Z,NA,National Reconnaissance Laboratory,USA,Vandenberg AFB,Atlas 5,2017-056A,42941,NA
Low,0.08,-0.1584227031482306,1.2394416382415328,INMARSAT 3 F1,NR,United Kingdom,"INMARSAT, Ltd.",Commercial,Communications,NA,GEO,NA,64.56,35764,35808,5.218711452699497e-4,1436.08,2064,860,NA,1996-04-03T00:00:00Z,13,Lockheed Martin Commercial Space Systems,USA,Cape Canaveral,Atlas 2A,1996-020A,23839,"Broadcasting, business services, mobile communications; leased traffic; demand-assigned L-band transponders; Indian Ocean region."
Low,0.08,-0.15818482222482966,1.2394690535689465,INMARSAT 3 F2,NR,United Kingdom,"INMARSAT, Ltd.",Commercial,Communications,NA,GEO,NA,-15.52,35763,35809,5.455925609640384e-4,1436.1,2070,860,NA,1996-09-06T00:00:00Z,13,Lockheed Martin Commercial Space Systems,USA,Baikonur Cosmodrome,Proton,1996-053A,24307,"Broadcasting, business services, mobile communications; demand assigned L-band transponders; Atlantic Ocean region."
Low,0.09,-0.1578279317137231,1.239427930577826,INMARSAT 3 F3,NR,United Kingdom,"INMARSAT, Ltd.",Commercial,Communications,NA,GEO,NA,178.2,35761,35810,5.811815777300708e-4,1436.07,2074,860,NA,1996-12-18T00:00:00Z,13,Lockheed Martin Commercial Space Systems,USA,Cape Canaveral,Atlas,1996-070A,24674,"Broadcasting, business services, mobile communications; demand assigned L-band transponders; Pacific Ocean region."
Low,0.04,-0.1596121077652351,1.239427930577826,INMARSAT 3 F5,NR,United Kingdom,"INMARSAT, Ltd.",Commercial,Communications,NA,GEO,NA,25.07,35769,35803,4.032640667995066e-4,1436.07,2000,895,2800,1998-02-04T00:00:00Z,13,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 44L,1998-006B,25153,"Broadcasting, business services, mobile communications; demand assigned L-band transponders; back-up and leased-capacity."
Low,2.3,-0.1604446529072987,1.2394416382415328,INMARSAT 4 F1,United Kingdom,United Kingdom,"INMARSAT, Ltd.",Commercial,Communications,NA,GEO,NA,63.96,35772,35799,3.202429101777941e-4,1436.08,5959,NA,13000,2005-03-11T00:00:00Z,15,EADS Astrium,France/UK/Germany,Cape Canaveral,Atlas 5,2005-009A,28628,Nearly the size of a double-decker bus; more than 600 channels.
Low,2.33,-0.16044472908607432,1.2394827612326533,INMARSAT 4 F2,United Kingdom,United Kingdom,"INMARSAT, Ltd.",Commercial,Communications,NA,GEO,NA,-52.76,35773,35800,3.2023531365269885e-4,1436.11,5458,NA,13000,2005-11-08T00:00:00Z,15,EADS Astrium,France/UK/Germany,Sea Launch Odyssey,Zenit 3SL,2005-044A,28899,Nearly the size of a double-decker bus; more than 600 channels.
Low,3.01,-0.16092048529007077,1.2394690535689465,INMARSAT 4 F3,United Kingdom,United Kingdom,"INMARSAT, Ltd.",Commercial,Communications,NA,GEO,NA,-97.65,35775,35798,2.727930449634101e-4,1436.1,5960,NA,13000,2008-08-18T00:00:00Z,15,EADS Astrium,France/UK/Germany,Baikonur Cosmodrome,Proton M,2008-039A,33278,"200 spot-beams to relay messages from mobile phones based on land, sea, or air."
